Citra,energy_0,homogenity_0,entrophy_0,contrast_0,energy_45,homogenity_45,entrophy_45,contrast_45,energy_90,homogenity_90,entrophy_90,contrast_90,energy_135,homogenity_135,entrophy_135,contrast_135,Label
401.png,0.002989601895023395,11.476603310852118,6.494679759775661,10.476603310852324,0.002110286173659114,22.5486869654381,6.836035272502166,21.5486869654384,0.002909373870813168,14.241238503985203,6.524742810828662,13.241238503985244,0.0023033754524951714,24.528670633093416,6.778639032336581,23.52867063309348,0
402.png,0.0023034548493703075,6.354389944819111,6.602114461048302,5.354389944819121,0.0015119356218842072,23.01288372311995,7.0646040743382175,22.012883723119717,0.0020200692029961483,14.745072552626178,6.785486945115935,13.745072552626086,0.0016223645562698935,15.60736265378096,6.97736731647871,14.607362653781024,0
403.png,0.0021250801820725806,9.262720212548508,6.656178499381682,8.262720212548556,0.0015311240440204898,18.87128761504807,6.9994504720912785,17.871287615047866,0.0023413380806650993,7.567868383404812,6.546841272256491,6.567868383404861,0.001682851940809604,11.390105628109717,6.835311403984946,10.39010562810972,0
404.png,0.003163787933220018,4.226832209278547,6.337473252937725,3.2268322092785726,0.001955489502003365,11.316998941876873,6.827814621375217,10.316998941877037,0.002600275060628277,7.020402615982014,6.494251537793068,6.020402615981963,0.0024122907414178122,8.083870069852493,6.570943354113794,7.083870069852533,0
405.png,0.0019783780547285293,7.612517882689536,6.700894011711231,6.612517882689503,0.0015465706721082813,14.457405940634688,6.970231851310257,13.45740594063481,0.002218446218522645,6.595334150827701,6.588199041096821,5.595334150827669,0.0015173593010067567,10.740952228914738,6.948741803953154,9.740952228914859,0
406.png,0.0011957955134628646,19.17581238504002,7.277501288707032,18.175812385039823,0.0008495034404746888,38.14401935321449,7.610911242855118,37.14401935321464,0.0011899256181194418,22.025056202738785,7.302680306918479,21.025056202738458,0.0008707186610882418,38.96534800379017,7.609306673246984,37.96534800379045,0
407.png,0.0012336256339372316,14.102740649907977,7.214420278477767,13.102740649907982,0.0008946121960731762,20.924936707047387,7.533716814919228,19.92493670704753,0.0011327290131855016,13.888908645002958,7.288799501108025,12.888908645003061,0.0008686284962949667,31.08169651719949,7.57761059364531,30.081696517199415,0
408.png,0.0019910891233025176,13.854608624565566,6.784938458455985,12.85460862456571,0.0014750876410437963,24.59082359634977,7.092500912586788,23.590823596349733,0.0019094329169466596,13.11243817698742,6.830084696643409,12.112438176987562,0.0013644162077148356,24.3446922949402,7.151821873036294,23.34469229494009,0
409.png,0.0018518534195653487,15.156204782342098,6.840268185659173,14.156204782342085,0.0013505200615391549,22.49267398142879,7.127388998762876,21.49267398142871,0.0016682438017849139,16.699444103821943,6.935748112415724,15.699444103821747,0.0012199690744512893,34.86412635258606,7.260546974796247,33.86412635258655,0
410.png,0.0016381068852599438,16.581857755978096,7.12098342299589,15.581857755977873,0.0011838060802402167,33.8715393541972,7.442790819999438,32.871539354197274,0.0017545998281056467,16.745178826895696,7.041083814463647,15.745178826895517,0.0012954795181807587,27.835839468196312,7.354243310373662,26.835839468196152,0
411.png,0.0024589726920873516,11.523580625383095,6.6424419100111605,10.52358062538324,0.0016538834791552904,31.44646449761662,7.043750237803984,30.44646449761694,0.0022867611584412493,17.22101573676684,6.748868622187045,16.22101573676677,0.001853973654144992,20.636552115120686,6.967742854771575,19.636552115120626,0
